"code","iso","country","OCP.ind.1995","OCP.ind.1996","OCP.ind.1997","OCP.ind.1998","OCP.ind.1999","OCP.ind.2000","OCP.ind.2001","OCP.ind.2002","OCP.ind.2003","OCP.ind.2004","OCP.ind.2005","OCP.ind.2006","OCP.ind.2007","OCP.ind.2008","OCP.ind.2009","OCP.ind.2010","OCP.ind.2011","OCP.ind.2012","OCP.ind.2013","OCP.ind.2014","OCP.ind.2015","OCP.ind.2016","OCP.ind.2017","OCP.ind.2018","OCP.ind.2019","OCP.ind.2020","OCP.ind.2021","OCP.ind.2022"
56,"BEL","Belgium",33.4038203550223,33.4170337285811,33.4302471021398,33.4434604756986,33.4566738492573,33.4698872228161,33.447929064625,33.425970906434,33.4040127482429,33.3820545900519,33.3600964318607,33.3010041996375,33.2419119674144,33.1828197351911,33.1237275029679,33.0646352707447,33.7084816655566,34.3523280603683,34.9961744551802,35.640020849992,36.2838672448038,37.7439416806532,39.2040161165025,40.6640905523519,42.1241649882012,43.5842394240505,43.5842394240505,43.5842394240505
84,"BLZ","Belize",50.282543088001,49.9661230203502,49.6497029526993,49.3332828850483,49.0168628173974,48.7004427497465,48.4665094969526,48.2325762441587,47.9986429913647,47.7647097385708,47.5307764857768,47.3152449141416,47.0997133425064,46.8841817708712,46.6686501992361,46.4531186276009,45.9004749423445,45.3478312570882,44.7951875718319,44.2425438865756,43.6899002013192,44.5692547386173,45.4486092759156,46.3279638132137,47.207318350512,48.0866728878101,48.0866728878101,48.0866728878101
204,"BEN","Benin",48.74435811522,48.4051082692814,48.0658584233429,47.7266085774043,47.3873587314658,47.0481088855272,46.7613983815759,46.4746878776246,46.1879773736734,45.9012668697221,45.6145563657708,45.3180607640883,45.0215651624058,44.7250695607231,44.4285739590406,44.1320783573581,41.881643010079,39.6312076627999,37.3807723155208,35.1303369682417,32.8799016209627,33.5098540019647,34.1398063829669,34.769758763969,35.3997111449712,36.0296635259733,36.0296635259733,36.0296635259733
60,"BMU","Bermuda",64.6609535453583,64.6399878316004,64.6190221178424,64.5980564040845,64.5770906903265,64.5561249765686,64.5361168985361,64.5161088205036,64.4961007424711,64.4760926644386,64.4560845864061,64.4588084559251,64.4615323254441,64.464256194963,64.4669800644821,64.469703934001,64.5049928576201,64.5402817812391,64.5755707048581,64.6108596284771,64.6461485520961,64.7446315868397,64.8431146215833,64.9415976563269,65.0400806910705,65.138563725814,65.138563725814,65.138563725814
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",1.21256642193174,1.09827331108094,0.98398020023015,0.86968708937934,0.755393978528517,0.641100867677736,0.5919128217093,0.542724775740865,0.49353672977243,0.444348683804009,0.395160637835573,0.546748961697588,0.698337285559631,0.849925609421646,1.00151393328366,1.15310225714568,1.07688786562703,1.0006734741084,0.924459082589735,0.848244691071102,0.772030299552455,1.77685686986793,2.78168344018341,3.7865100104989,4.79133658081436,5.79616315112986,5.79616315112986,5.79616315112986
92,"VGB","British Virgin Islands",76.0699199445357,75.9995952900245,75.9292706355133,75.8589459810021,75.788621326491,75.7182966719798,75.544527968072,75.3707592641641,75.1969905602562,75.0232218563483,74.8494531524405,74.6224528881969,74.3954526239533,74.1684523597096,73.941452095466,73.7144518312224,73.6592678636636,73.6040838961048,73.548899928546,73.4937159609872,73.4385319934284,73.5384950310865,73.6384580687447,73.7384211064029,73.8383841440611,73.9383471817192,73.9383471817192,73.9383471817192
96,"BRN","Brunei Darussalam",48.8780397945998,48.6771478814597,48.4762559683195,48.2753640551794,48.0744721420391,47.873580228899,47.7175672282504,47.5615542276018,47.4055412269532,47.2495282263046,47.093515225656,46.9725203420428,46.8515254584296,46.7305305748166,46.6095356912034,46.4885408075902,45.7829378342999,45.0773348610096,44.3717318877193,43.666128914429,42.9605259411387,43.9002834018673,44.840040862596,45.7797983233246,46.7195557840533,47.6593132447819,47.6593132447819,47.6593132447819
100,"BGR","Bulgaria",33.1129241498096,33.1694123021564,33.2259004545032,33.28238860685,33.3388767591968,33.3953649115436,33.8264034741539,34.2574420367643,34.6884805993746,35.1195191619849,35.5505577245952,35.9536089710274,36.3566602174597,36.7597114638919,37.1627627103242,37.5658139567564,36.6749384084305,35.7840628601046,34.8931873117787,34.0023117634528,33.1114362151269,34.0012373809013,34.8910385466757,35.78083971245,36.6706408782244,37.5604420439988,37.5604420439988,37.5604420439988
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",53.0727893940559,52.9126033680952,52.7524173421345,52.5922313161736,52.4320452902129,52.2718592642522,52.1301624266845,51.9884655891168,51.8467687515492,51.7050719139815,51.5633750764138,51.4301402327204,51.2969053890271,51.1636705453337,51.0304357016403,50.8972008579469,50.8275907580361,50.7579806581253,50.6883705582145,50.6187604583037,50.5491503583929,52.7818547611026,55.0145591638122,57.2472635665219,59.4799679692315,61.7126723719412,61.7126723719412,61.7126723719412
116,"KHM","Cambodia",52.6036373628796,52.1486969930952,51.6937566233108,51.2388162535263,50.7838758837418,50.3289355139574,49.8427044447226,49.3564733754878,48.8702423062531,48.3840112370183,47.8977801677835,47.5893201565889,47.2808601453943,46.9724001341997,46.6639401230051,46.3554801118105,43.3721200505044,40.3887599891982,37.405399927892,34.4220398665859,31.4386798052797,32.1012232313868,32.7637666574938,33.4263100836009,34.0888535097079,34.751396935815,34.751396935815,34.751396935815
120,"CMR","Cameroon",49.0649219266795,48.759170594962,48.4534192632444,48.1476679315269,47.8419165998093,47.5361652680918,47.2662807490581,46.9963962300242,46.7265117109904,46.4566271919566,46.1867426729228,45.9421789402683,45.6976152076139,45.4530514749593,45.2084877423049,44.9639240096504,42.575438818551,40.1869536274516,37.7984684363522,35.4099832452528,33.0214980541534,32.9083039975068,32.7951099408602,32.6819158842137,32.5687218275671,32.4555277709205,32.4555277709205,32.4555277709205
124,"CAN","Canada",21.7938650854226,21.7827430167434,21.7716209480643,21.7604988793851,21.7493768107059,21.7382547420268,21.6915918885649,21.644929035103,21.5982661816411,21.5516033281792,21.5049404747174,21.4218728158835,21.3388051570497,21.255737498216,21.1726698393822,21.0896021805484,21.5547768688593,22.0199515571701,22.485126245481,22.9503009337919,23.4154756221027,24.7686210882929,26.1217665544832,27.4749120206734,28.8280574868636,30.1812029530539,30.1812029530539,30.1812029530539
136,"CYM","Cayman Islands",59.8206062670549,59.3406520532991,58.8606978395433,58.3807436257874,57.9007894120316,57.4208351982757,57.1724061153695,56.9239770324632,56.6755479495569,56.4271188666507,56.1786897837444,55.9545235655816,55.730357347419,55.5061911292562,55.2820249110936,55.0578586929308,54.9148047043285,54.7717507157262,54.6286967271238,54.4856427385215,54.3425887499192,54.453542523897,54.5644962978748,54.6754500718526,54.7864038458305,54.8973576198083,54.8973576198083,54.8973576198083
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",26.845501203779,27.0393118628332,27.2331225218875,27.4269331809418,27.6207438399961,27.8145544990503,28.3628788055493,28.9112031120485,29.4595274185475,30.0078517250466,30.5561760315456,31.0182660065274,31.4803559815091,31.9424459564908,32.4045359314726,32.8666259064543,32.0392891469032,31.211952387352,30.3846156278009,29.5572788682497,28.7299421086986,29.6779178284695,30.6258935482404,31.5738692680113,32.5218449877822,33.4698207075531,33.4698207075531,33.4698207075531
156,"CHN","China",3.66483533586893,3.40146114984184,3.13808696381476,2.87471277778768,2.61133859176059,2.34796440573352,2.15625239561638,1.96454038549923,1.77282837538212,1.58111636526499,1.38940435514786,1.47298756552088,1.5565707758939,1.64015398626694,1.72373719663997,1.80732040701301,0.650397270206938,0,0,0,0,0,0,0,0,0.0993077457375335,0.0993077457375335,0.0993077457375335
170,"COL","Colombia",24.1263480615832,24.000635445298,23.8749228290126,23.7492102127274,23.623497596442,23.4977849801568,23.4343961916901,23.3710074032233,23.3076186147566,23.2442298262898,23.1808410378231,23.1956601923152,23.2104793468073,23.2252985012994,23.2401176557915,23.2549368102835,23.9558228484118,24.6567088865402,25.3575949246685,26.0584809627968,26.7593670009251,28.2859852704472,29.8126035399694,31.3392218094915,32.8658400790136,34.3924583485358,34.3924583485358,34.3924583485358
174,"COM","Comoros",51.0262674852079,50.8726369774228,50.7190064696376,50.5653759618525,50.4117454540673,50.2581149462822,50.0404271286657,49.822739311049,49.6050514934325,49.3873636758158,49.1696758581993,49.0040807510453,48.8384856438913,48.6728905367375,48.5072954295835,48.3417003224295,47.8944572265451,47.4472141306607,46.9999710347762,46.5527279388918,46.1054848430074,47.1414262552507,48.1773676674939,49.2133090797371,50.2492504919804,51.2851919042237,51.2851919042237,51.2851919042237
184,"COK","Cook Islands",74.150400644708,74.1920640362748,74.2337274278416,74.2753908194083,74.3170542109751,74.3587176025419,74.2230790818523,74.0874405611628,73.9518020404733,73.8161635197838,73.6805249990942,73.6079972410836,73.5354694830729,73.4629417250623,73.3904139670517,73.317886209041,74.5900952861133,75.8623043631855,77.1345134402577,78.40672251733,79.6789315944022,79.6789315944022,79.6789315944022,79.6789315944022,79.6789315944022,79.6789315944022,79.6789315944022,79.6789315944022
188,"CRI","Costa Rica",36.6145924981397,36.5678948473092,36.5211971964786,36.4744995456481,36.4278018948175,36.381104243987,36.4454795699554,36.5098548959238,36.5742302218922,36.6386055478606,36.7029808738291,36.9600820809284,37.2171832880276,37.4742844951269,37.7313857022261,37.9884869093254,39.010231967009,40.0319770246924,41.0537220823759,42.0754671400594,43.0972121977429,44.3733286601662,45.6494451225897,46.925561585013,48.2016780474365,49.4777945098598,49.4777945098598,49.4777945098598
384,"CIV","Cote d'Ivoire",27.2970145238031,27.0436409989201,26.790267474037,26.5368939491539,26.2835204242709,26.0301468993879,25.9649335654914,25.8997202315949,25.8345068976984,25.7692935638019,25.7040802299053,25.5315273745596,25.3589745192139,25.1864216638682,25.0138688085224,24.8413159531767,23.1914826223916,21.5416492916065,19.8918159608214,18.2419826300363,16.5921492992512,17.3535496460885,18.1149499929259,18.8763503397631,19.6377506866005,20.3991510334377,20.3991510334377,20.3991510334377
191,"HRV","Croatia",31.8882758223424,32.7516687600075,33.6150616976728,34.4784546353379,35.3418475730032,36.2052405106683,36.6369545773321,37.0686686439959,37.5003827106597,37.9320967773234,38.3638108439872,38.3830957416871,38.402380639387,38.4216655370869,38.4409504347868,38.4602353324867,38.8915244289775,39.3228135254683,39.7541026219591,40.1853917184499,40.6166808149407,41.8426804887506,43.0686801625605,44.2946798363704,45.5206795101803,46.7466791839902,46.7466791839902,46.7466791839902
192,"CUB","Cuba",21.3741714519607,21.2695849685278,21.1649984850949,21.060412001662,20.9558255182291,20.8512390347962,20.7896197678208,20.7280005008453,20.6663812338698,20.6047619668943,20.5431426999189,20.5222661617425,20.501389623566,20.4805130853896,20.4596365472132,20.4387600090368,20.4458444318848,20.452928854733,20.4600132775811,20.4670977004293,20.4741821232774,20.5097297757444,20.5452774282114,20.5808250806784,20.6163727331455,20.6519203856125,20.6519203856125,20.6519203856125
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",53.0727893940559,52.9126033680952,52.7524173421345,52.5922313161736,52.4320452902129,52.2718592642522,52.1301624266845,51.9884655891168,51.8467687515492,51.7050719139815,51.5633750764138,51.4301402327204,51.2969053890271,51.1636705453337,51.0304357016403,50.8972008579469,50.373113404747,49.8490259515469,49.324938498347,48.8008510451469,48.2767635919469,49.2934322530786,50.3101009142103,51.3267695753421,52.3434382364738,53.3601068976055,53.3601068976055,53.3601068976055
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",28.3255672532421,28.3298768398953,28.3341864265486,28.3384960132019,28.3428055998551,28.3471151865083,28.3371098503391,28.3271045141699,28.3170991780007,28.3070938418314,28.2970885056623,28.2546037542082,28.2121190027542,28.1696342513002,28.1271494998461,28.0846647483921,28.7913214436819,29.4979781389717,30.2046348342614,30.9112915295512,31.617948224841,33.1060945592599,34.5942408936787,36.0823872280976,37.5705335625165,39.0586798969353,39.0586798969353,39.0586798969353
262,"DJI","Djibouti",48.7544417442855,48.6645462625537,48.5746507808219,48.4847552990902,48.3948598173583,48.3049643356266,48.1025779789695,47.9001916223124,47.6978052656554,47.4954189089983,47.2930325523413,47.0998643382177,46.9066961240941,46.7135279099706,46.520359695847,46.3271914817234,45.3845160232117,44.4418405646998,43.499165106188,42.5564896476762,41.6138141891644,42.5519760743084,43.4901379594523,44.4282998445963,45.3664617297403,46.3046236148843,46.3046236148843,46.3046236148843
212,"DMA","Dominica",63.8710316017466,64.0073633652621,64.1436951287776,64.2800268922931,64.4163586558086,64.5526904193241,64.5230559865366,64.4934215537491,64.4637871209615,64.434152688174,64.4045182553864,64.5891399110933,64.7737615668001,64.958383222507,65.1430048782138,65.3276265339206,66.2443783055372,67.161130077154,68.0778818487706,68.9946336203873,69.911385392004,70.7877044777716,71.6640235635392,72.5403426493069,73.4166617350745,74.292980820842,74.292980820842,74.292980820842
214,"DOM","Dominican Republic",20.4526248853141,20.1501884952045,19.8477521050949,19.5453157149852,19.2428793248757,18.940442934766,18.7663195181222,18.5921961014783,18.4180726848346,18.2439492681907,18.0698258515469,17.8677311726534,17.66563649376,17.4635418148665,17.2614471359731,17.0593524570797,16.4832126809438,15.907072904808,15.3309331286721,14.7547933525363,14.1786535764004,15.1284898280908,16.0783260797812,17.0281623314716,17.977998583162,18.9278348348524,18.9278348348524,18.9278348348524
218,"ECU","Ecuador",25.4996629100871,25.3388097629018,25.1779566157164,25.0171034685311,24.8562503213457,24.6953971741604,24.5435833648639,24.3917695555674,24.2399557462708,24.0881419369743,23.9363281276778,23.8136294841513,23.6909308406247,23.5682321970981,23.4455335535716,23.322834910045,23.0651231205241,22.8074113310031,22.5496995414822,22.2919877519612,22.0342759624403,23.1247146826539,24.2151534028674,25.3055921230808,26.3960308432944,27.4864695635079,27.4864695635079,27.4864695635079
818,"EGY","Egypt",14.7305005529878,14.4728421889873,14.2151838249867,13.957525460986,13.6998670969854,13.4422087329848,13.2284294125575,13.0146500921303,12.8008707717029,12.5870914512757,12.3733121308484,12.1123441651777,11.8513761995071,11.5904082338364,11.3294402681657,11.0684723024951,8.89680105732423,6.72512981215328,4.55345856698247,2.38178732181164,0.210116076640773,1.01999668751273,1.82987729838469,2.63975790925664,3.4496385201286,4.25951913100054,4.25951913100054,4.25951913100054
222,"SLV","El Salvador",24.8560296994418,24.7841766421071,24.7123235847722,24.6404705274375,24.5686174701027,24.496764412768,24.4683240359338,24.4398836590997,24.4114432822654,24.3830029054313,24.3545625285971,24.3361531064442,24.3177436842912,24.2993342621383,24.2809248399853,24.2625154178324,25.1140763606689,25.9656373035054,26.817198246342,27.6687591891785,28.5203201320151,30.0398765988221,31.5594330656292,33.0789895324363,34.5985459992434,36.1181024660504,36.1181024660504,36.1181024660504
226,"GNQ","Equatorial Guinea",66.266429184458,65.1212607056805,63.9760922269029,62.8309237481254,61.6857552693479,60.5405867905703,60.8111181069818,61.0816494233934,61.352180739805,61.6227120562165,61.893243372628,61.5449476651463,61.1966519576645,60.8483562501828,60.5000605427011,60.1517648352194,60.6729536937116,61.1941425522039,61.715331410696,62.2365202691882,62.7577091276804,62.8281866280232,62.898664128366,62.9691416287086,63.0396191290514,63.1100966293941,63.1100966293941,63.1100966293941
232,"ERI","Eritrea",42.4569004486597,42.3315042470703,42.2061080454809,42.0807118438916,41.9553156423022,41.8299194407128,41.6588837375855,41.4878480344583,41.316812331331,41.1457766282037,40.9747409250765,41.0074389606652,41.040136996254,41.0728350318427,41.1055330674314,41.1382311030202,42.2808940574535,43.4235570118868,44.5662199663201,45.7088829207534,46.8515458751867,48.365436182003,49.8793264888193,51.3932167956357,52.907107102452,54.4209974092683,54.4209974092683,54.4209974092683
233,"EST","Estonia",44.1400160936407,44.2955355467091,44.4510549997776,44.6065744528461,44.7620939059145,44.917613358983,45.1136719280252,45.3097304970675,45.5057890661097,45.701847635152,45.8979062041942,45.92962407492,45.9613419456457,45.9930598163715,46.0247776870972,46.056495557823,45.3085461445037,44.5605967311844,43.8126473178652,43.0646979045459,42.3167484912266,43.2948497646171,44.2729510380076,45.2510523113981,46.2291535847885,47.207254858179,47.207254858179,47.207254858179
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",61.0602509003709,61.0231490826538,60.9860472649366,60.9489454472195,60.9118436295023,60.8747418117851,60.8430721258778,60.8114024399705,60.7797327540633,60.748063068156,60.7163933822487,60.7070132063556,60.6976330304625,60.6882528545693,60.6788726786763,60.6694925027832,60.142644880972,59.6157972591608,59.0889496373496,58.5621020155384,58.0352543937272,57.9198776357554,57.8045008777836,57.6891241198118,57.57374736184,57.4583706038681,57.4583706038681,57.4583706038681
238,"FLK","Falkland Islands",92.0492600779731,91.8727488789013,91.6962376798304,91.5197264807586,91.3432152816876,91.1667040826158,91.1429232350499,91.1191423874849,91.095361539919,91.0715806923539,91.047799844788,91.0809195876767,91.1140393305661,91.1471590734547,91.1802788163442,91.2133985592328,91.7911405527,92.3688825461673,92.9466245396345,93.5243665331017,94.1021085265689,94.1021085265689,94.1021085265689,94.1021085265689,94.1021085265689,94.1021085265689,94.1021085265689,94.1021085265689
242,"FJI","Fiji",44.5995324534858,44.4999966849657,44.4004609164454,44.3009251479252,44.201389379405,44.1018536108848,44.0510665861246,44.0002795613644,43.9494925366042,43.898705511844,43.8479184870838,43.7832735066454,43.7186285262071,43.6539835457688,43.5893385653305,43.5246935848921,43.3636830003839,43.2026724158756,43.0416618313673,42.880651246859,42.7196406623507,43.7013141448885,44.6829876274264,45.6646611099642,46.6463345925021,47.6280080750399,47.6280080750399,47.6280080750399
246,"FIN","Finland",34.6266108721135,34.70148661437,34.7763623566265,34.8512380988831,34.9261138411396,35.0009895833961,35.0334189494737,35.0658483155512,35.0982776816288,35.1307070477064,35.1631364137839,35.138215020233,35.1132936266821,35.0883722331312,35.0634508395803,35.0385294460293,35.7993316649875,36.5601338839457,37.3209361029039,38.081738321862,38.8425405408203,40.3694119051164,41.8962832694125,43.4231546337086,44.9500259980047,46.4768973623008,46.4768973623008,46.4768973623008
